[2020-09-05 18:42:23 RayTracerMainProgram.py:859 -             <module>() ] 3.6.9 |Intel Corporation| (default, Sep 11 2019, 16:40:08) 
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000460
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000089
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000448
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000086
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000449
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:36 Rays.py:616 -       mesh_singleray() ] Time doing conestepping 0.043228
[2020-09-05 18:42:36 Rays.py:521 -       mesh_singleray() ] Time doing initial checks and assignment in singleray 0.000593
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.019612
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.014952
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.035254
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000108
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.033208
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.089083
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.029892
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.010621
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.018514
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000103
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.014680
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000099
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.014565
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.064518
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.011903
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000102
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.011580
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.011101
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000106
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.011773
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.044656
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.009701
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000137
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.010231
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.011225
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.009923
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000103
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.004043
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.002920
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000107
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.002429
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000098
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.001846
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000094
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.001390
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000093
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000938
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000091
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000727
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000091
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000730
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000090
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000717
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000090
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000714
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000089
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000713
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000093
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000714
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000089
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000708
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000092
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000715
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000090
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000715
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000089
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000714
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000697
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000089
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000709
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000697
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000089
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000701
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000089
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000705
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000089
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000695
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000089
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000695
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000090
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000698
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000700
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000089
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000700
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000090
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000688
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000089
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000689
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000089
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000685
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000090
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000693
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000090
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000694
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000089
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000685
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000090
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000689
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000089
[2020-09-05 18:42:36 Rays.py:567 -       mesh_singleray() ] time to ray loop 0.536797
[2020-09-05 18:42:36 Rays.py:587 -       mesh_singleray() ] time doing double check 0.001942
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.039961
[2020-09-05 18:42:36 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.188071
[2020-09-05 18:42:36 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.042833
[2020-09-05 18:42:37 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.109856
[2020-09-05 18:42:37 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.035171
[2020-09-05 18:42:37 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000103
[2020-09-05 18:42:37 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.033056
[2020-09-05 18:42:37 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.086090
[2020-09-05 18:42:37 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.029957
[2020-09-05 18:42:37 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.009875
[2020-09-05 18:42:37 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.018338
[2020-09-05 18:42:37 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000103
[2020-09-05 18:42:37 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.014693
[2020-09-05 18:42:37 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000098
[2020-09-05 18:42:37 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.014594
[2020-09-05 18:42:37 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.060053
[2020-09-05 18:42:37 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.011962
[2020-09-05 18:42:37 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000103
[2020-09-05 18:42:37 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.011656
[2020-09-05 18:42:37 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.011187
[2020-09-05 18:42:37 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000107
[2020-09-05 18:42:37 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.011764
[2020-09-05 18:42:37 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.039933
[2020-09-05 18:42:37 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.009651
[2020-09-05 18:42:37 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000103
[2020-09-05 18:42:37 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.010266
